"","code","level","name_en","name_es","name_short_es","name_short_en","name","parent_id"
1011,"47-3019","detailed_occupation","Helpers, Construction Trades, All Other","Todos los Demás Ayudantes de Oficios de la Construcción","Todos los Demás Ayudantes de Oficios de la Construcción","Helpers, Construction Trades, All Other","Helpers, Construction Trades, All Other",1004.0
1012,"47-4000","minor_group","Other Construction and Related Workers","Other Construction and Related Workers","","Other Construction and Related Workers","Other Construction and Related Workers",949.0
1013,"47-4010","broad_occupation","Construction and Building Inspectors","Construction and Building Inspectors","","Construction and Building Inspectors","Construction and Building Inspectors",1012.0
1014,"47-4011","detailed_occupation","Construction and Building Inspectors","Inspectores de Construcción y Edificios","Inspectores de Construcción y Edificios","Construction and Building Inspectors","Construction and Building Inspectors",1013.0
1015,"47-4020","broad_occupation","Elevator Installers and Repairers","Elevator Installers and Repairers","","Elevator Installers and Repairers","Elevator Installers and Repairers",1012.0
1016,"47-4021","detailed_occupation","Elevator Installers and Repairers","Instaladores y Reparadores de Ascensores","Instaladores y Reparadores de Ascensores","Elevator Installers and Repairers","Elevator Installers and Repairers",1015.0
1017,"47-4030","broad_occupation","Fence Erectors","Fence Erectors","","Fence Erectors","Fence Erectors",1012.0
1018,"47-4031","detailed_occupation","Fence Erectors","Constructores de Cercos","Constructores de Cercos","Fence Erectors","Fence Erectors",1017.0
1019,"47-4040","broad_occupation","Hazardous Materials Removal Workers","Hazardous Materials Removal Workers","","Hazardous Materials Removal Workers","Hazardous Materials Removal Workers",1012.0
1020,"47-4041","detailed_occupation","Hazardous Materials Removal Workers","Trabajadores de Remoción de Materiales Peligrosos","Trabajadores de Remoción de Materiales Peligrosos","Hazardous Materials Removal Workers","Hazardous Materials Removal Workers",1019.0
1021,"47-4050","broad_occupation","Highway Maintenance Workers","Highway Maintenance Workers","","Highway Maintenance Workers","Highway Maintenance Workers",1012.0
1022,"47-4051","detailed_occupation","Highway Maintenance Workers","Trabajadores de Mantenimiento de Carreteras","Trabajadores de Mantenimiento de Carreteras","Highway Maintenance Workers","Highway Maintenance Workers",1021.0
1023,"47-4060","broad_occupation","Rail-Track Laying and Maintenance Equipment Operators","Rail-Track Laying and Maintenance Equipment Operators","","Rail-Track Laying and Maintenance Equipment Operators","Rail-Track Laying and Maintenance Equipment Operators",1012.0
1024,"47-4061","detailed_occupation","Rail-Track Laying and Maintenance Equipment Operators","Instaladores de Rieles y Operadores de Equipo de Mantenimiento de Rieles","Instaladores de Rieles y Operadores de Equipo de Mantenimiento de Rieles","Rail-Track Laying and Maintenance Equipment Operators","Rail-Track Laying and Maintenance Equipment Operators",1023.0
1025,"47-4070","broad_occupation","Septic Tank Servicers and Sewer Pipe Cleaners","Septic Tank Servicers and Sewer Pipe Cleaners","","Septic Tank Servicers and Sewer Pipe Cleaners","Septic Tank Servicers and Sewer Pipe Cleaners",1012.0
1026,"47-4071","detailed_occupation","Septic Tank Servicers and Sewer Pipe Cleaners","Operadores de Servicio de Tanques Sépticos y Limpiadores de Cañerías Cloacales","Operadores de Servicio de Tanques Sépticos y Limpiadores de Cañerías Cloacales","Septic Tank Servicers and Sewer Pipe Cleaners","Septic Tank Servicers and Sewer Pipe Cleaners",1025.0
1027,"47-4090","broad_occupation","Miscellaneous Construction and Related Workers","Miscellaneous Construction and Related Workers","","Miscellaneous Construction and Related Workers","Miscellaneous Construction and Related Workers",1012.0
1028,"47-4091","detailed_occupation","Segmental Pavers","Trabajadores de Pavimento Segmentado","Trabajadores de Pavimento Segmentado","Segmental Pavers","Segmental Pavers",1027.0
1029,"47-4099","detailed_occupation","Construction and Related Workers, All Other","Todos los Demás Trabajadores de la Construcción y Trabajadores Relacionados","Todos los Demás Trabajadores de la Construcción y Trabajadores Relacionados","Construction and Related Workers, All Other","Construction and Related Workers, All Other",1027.0
1030,"47-5000","minor_group","Extraction Workers","Extraction Workers","","Extraction Workers","Extraction Workers",949.0
1031,"47-5010","broad_occupation","Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining","Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining","","Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining","Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",1030.0
1032,"47-5011","detailed_occupation","Derrick Operators, Oil and Gas","Operadores de Torres de Perforación, Petróleo y Gas","Operadores de Torres de Perforación, Petróleo y Gas","Derrick Operators, Oil and Gas","Derrick Operators, Oil and Gas",1031.0
1033,"47-5012","detailed_occupation","Rotary Drill Operators, Oil and Gas","Operadores de Perforadoras Giratorias, Petróleo y Gas","Operadores de Perforadoras Giratorias, Petróleo y Gas","Rotary Drill Operators, Oil and Gas","Rotary Drill Operators, Oil and Gas",1031.0
1034,"47-5013","detailed_occupation","Service Unit Operators, Oil, Gas, and Mining","Operadores de Unidad de Servicio, Petróleo, Gas y Minería","Operadores de Unidad de Servicio, Petróleo, Gas y Minería","Service Unit Operators, Oil, Gas, and Mining","Service Unit Operators, Oil, Gas, and Mining",1031.0
1035,"47-5020","broad_occupation","Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas","","Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",1030.0
1036,"47-5021","detailed_occupation","Earth Drillers, Except Oil and Gas","Operadores de Perforadoras de Tierra, Excepto Petróleo y Gas","Operadores de Perforadoras de Tierra, Excepto Petróleo y Gas","Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",1035.0
1037,"47-5030","broad_occupation","Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters","","Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters",1030.0
1038,"47-5031","detailed_occupation","Explosives Workers, Ordnance Handling Experts, and Blasters","Trabajadores de Explosivos, Expertos en el Manejo de Artillería y Dinamiteros","Trabajadores de Explosivos, Expertos en el Manejo de Artillería y Dinamiteros","Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters",1037.0
1039,"47-5040","broad_occupation","Mining Machine Operators","Mining Machine Operators","","Mining Machine Operators","Mining Machine Operators",1030.0
1040,"47-5041","detailed_occupation","Continuous Mining Machine Operators","Operadores de Máquinas de Minería de Operación Continua","Operadores de Máquinas de Minería de Operación Continua","Continuous Mining Machine Operators","Continuous Mining Machine Operators",1039.0
1041,"47-5042","detailed_occupation","Mine Cutting and Channeling Machine Operators","Operadores de Máquinas de Corte y Canalización de Minas","Operadores de Máquinas de Corte y Canalización de Minas","Mine Cutting and Channeling Machine Operators","Mine Cutting and Channeling Machine Operators",1039.0
1042,"47-5049","detailed_occupation","Mining Machine Operators, All Other","Todos los Demás Operadores de Máquinas de Minería","Todos los Demás Operadores de Máquinas de Minería","Mining Machine Operators, All Other","Mining Machine Operators, All Other",1039.0
1043,"47-5050","broad_occupation","Rock Splitters, Quarry","Rock Splitters, Quarry","","Rock Splitters, Quarry","Rock Splitters, Quarry",1030.0
1044,"47-5051","detailed_occupation","Rock Splitters, Quarry","Picapedreros, Canteras","Picapedreros, Canteras","Rock Splitters, Quarry","Rock Splitters, Quarry",1043.0
1045,"47-5060","broad_occupation","Roof Bolters, Mining","Roof Bolters, Mining","","Roof Bolters, Mining","Roof Bolters, Mining",1030.0
1046,"47-5061","detailed_occupation","Roof Bolters, Mining","Instaladores de Pernos en Techos, Minería","Instaladores de Pernos en Techos, Minería","Roof Bolters, Mining","Roof Bolters, Mining",1045.0
1047,"47-5070","broad_occupation","Roustabouts, Oil and Gas","Roustabouts, Oil and Gas","","Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",1030.0
1048,"47-5071","detailed_occupation","Roustabouts, Oil and Gas","Obreros No Especializados, Petróleo y Gas","Obreros No Especializados, Petróleo y Gas","Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",1047.0
1049,"47-5080","broad_occupation","Helpers--Extraction Workers","Helpers--Extraction Workers","","Helpers--Extraction Workers","Helpers--Extraction Workers",1030.0
1050,"47-5081","detailed_occupation","Helpers--Extraction Workers","Ayudantes de Trabajadores de Ocupaciones Relacionadas con la Extracción","Ayudantes de Trabajadores de Ocupaciones Relacionadas con la Extracción","Helpers--Extraction Workers","Helpers--Extraction Workers",1049.0
1051,"47-5090","broad_occupation","Miscellaneous Extraction Workers","Miscellaneous Extraction Workers","","Miscellaneous Extraction Workers","Miscellaneous Extraction Workers",1030.0
1052,"47-5099","detailed_occupation","Extraction Workers, All Other","Todos los Demás Trabajadores de Ocupaciones Relacionadas con la Extracción","Todos los Demás Trabajadores de Ocupaciones Relacionadas con la Extracción","Extraction Workers, All Other","Extraction Workers, All Other",1051.0
1053,"49-0000","major_group","Installation, Maintenance, and Repair Occupations","Ocupaciones de Instalación, Mantenimiento, y Reparación","","Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair Occupations",""
1054,"49-1000","minor_group","Supervisors of Installation, Maintenance, and Repair Workers","Supervisors of Installation, Maintenance, and Repair Workers","","Supervisors of Installation, Maintenance, and Repair Workers","Supervisors of Installation, Maintenance, and Repair Workers",1053.0
1055,"49-1010","broad_occupation","First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers","","First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",1054.0
1056,"49-1011","detailed_occupation","First-Line Supervisors of Mechanics, Installers, and Repairers","Supervisores Directos de Mecánicos, Instaladores y Reparadores","Supervisores Directos de Mecánicos, Instaladores y Reparadores","First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",1055.0
1057,"49-2000","minor_group","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",1053.0
1058,"49-2010","broad_occupation","Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers","","Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",1057.0
1059,"49-2011","detailed_occupation","Computer, Automated Teller, and Office Machine Repairers","Reparadores de Computadoras, Cajeros Automáticos y Máquinas de Oficina","Reparadores de Computadoras, Cajeros Automáticos y Máquinas de Oficina","Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",1058.0
1060,"49-2020","broad_occupation","Radio and Telecommunications Equipment Installers and Repairers","Radio and Telecommunications Equipment Installers and Repairers","","Radio and Telecommunications Equipment Installers and Repairers","Radio and Telecommunications Equipment Installers and Repairers",1057.0
1061,"49-2021","detailed_occupation","Radio, Cellular, and Tower Equipment Installers and Repairs","Instaladores y Reparadores de Equipos de Radio, Telefonía Celular y Torres","Instaladores y Reparadores de Equipos de Radio, Telefonía Celular y Torres","Radio, Cellular, and Tower Equipment Installers and Repairs","Radio, Cellular, and Tower Equipment Installers and Repairs",1060.0
1062,"49-2022","detailed_occupation","Telecommunications Equipment Installers and Repairers, Except Line Installers","Instaladores y Reparadores de Equipo de Telecomunicaciones, Excepto Instaladores de Líneas","Instaladores y Reparadores de Equipo de Telecomunicaciones, Excepto Instaladores de Líneas","Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",1060.0
