code,level,name_es,name_en,name_short_es,name_short_en,,,,name_orig_en,name_orig_es,code_orig
6115,4digit,"Calzas, panty-medias, leotardos, medias, calcetines y demás artículos de calcetería, incluso de compresión progresiva (por ejemplo, medias para várices), de punto.","Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted","Medias, calzas, etc., de punto","Socks, stockings, etc., knit",,,,"Socks, stockings, etc., knit","Medias, calzas, etc., de punto",61.15
6116,4digit,"Guantes, mitones y manoplas, de punto.","Gloves, mittens and mitts, knitted or crocheted","Guantes, de punto","Gloves, knit",,,,"Gloves, knit","Guantes, de punto",61.16
6117,4digit,"Los demás complementos (accesorios) de vestir confeccionados, de punto; partes de prendas o de complementos (accesorios), de vestir, de punto.","Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories","Los demás complementos de vestir, de punto","Other clothing accesories, knit",,,,"Other clothing accesories, knit","Los demás complementos de vestir, de punto",61.17
6201,4digit,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, para hombres o niños, excepto los artículos de la partida 62.03.","Men's or boys' overcoats,carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles(including padded, sleeveless jackets), other than those of heading 6203",Abrigos para hombres,"Men's overcoats, not knit",,,,Men's overcoats,Abrigos para hombres o niños,62.01
6202,4digit,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, para mujeres o niñas, excepto los artículos de la partida 62.04.","Women's or girls' overcoats,carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles(including padded, sleeveless jackets), other than those of heading 6204",Abrigos para mujeres,"Womens overcoats, not knit",,,,"Womens overcoats, not knit",Abrigos para mujeres o niñas,62.02
6203,4digit,"Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para hombres o niños.","Men's or boys' suits, ensembles, suit-type jackets,blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)",Trajes y pantalones para hombres,Men's suits and pants,,,,Men's suits and pants,"Trajes, sacos para hombres o niños, pantalones largos y cortos",62.03
6204,4digit,"Trajes sastre, conjuntos, chaquetas (sacos), vestidos, faldas, faldas pantalón, pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para mujeres o niñas.","Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts,divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear)",Trajes y pantalones para mujeres ,Women's suits and pants,,,,Women's suits and pants,"Trajes, sacos, faldas y shorts para mujeres o niñas",62.04
6205,4digit,Camisas para hombres o niños.,Men's or boys' shirts,Camisas para hombres,Men's shirts,,,,Men's or boy's shirts,Camisas para hombres o niños,62.05
6206,4digit,"Camisas, blusas y blusas camiseras, para mujeres o niñas.","Women's or girls' blouses, shirts and shirt-blouses",Camisas para mujeres,Women's shirts,,,,"Women's or girls' blouses, shirts and shirt-blouses","Camisas, blusas y blusas camiseras, para mujeres o niñas",62.06
6207,4digit,"Camisetas, calzoncillos (incluidos los largos y los slips), camisones, pijamas, albornoces de baño, batas de casa y artículos similares, para hombres o niños.","Men's or boys' singlets and other undershirts, underpants, briefs, nightshirts, pajamas, bathrobes,dressing gowns and similar articles",Ropa interior para hombres,Men's undergarments,,,,"Men's or boys' undershirts, underpants, and similar articles","Ropa interior, pijamas y artículos similares para hombres",62.07
6208,4digit,"Camisetas, combinaciones, enaguas, bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura), camisones, pijamas, saltos de cama, albornoces de baño, batas de casa y artículos similares, para mujeres o niñas.","Women's or girls' singlets and other undershirts, slips, petticoats, briefs,panties, nightdresses, pajamas, negligees, bathrobes, dressing gowns and similar articles",Ropa interior para mujeres,Women's undergarments,,,,"Women's or girls' singlets, slips, and similar articles","Ropa interior, pijamas y artículos similares para mujeres",62.08
6209,4digit,"Prendas y complementos (accesorios), de vestir, para bebés.",Babies' garments and clothing accessories,Prendas de vestir para bebés,Babies' garments,,,,Babies' garments and clothing accessories,"Prendas y complementos (accesorios), de vestir, para bebés",62.09
6211,4digit,"Conjuntos de abrigo para entrenamiento o deporte (chandales), monos (overoles) y conjuntos de esquí y “trajes de baño” (bañadores); las demás prendas de vestir.","Track suits, ski-suits and swimwear; other garments",Ropa deportiva,Activewear,,,,Active wear,"Conjuntos de abrigo para deporte y de esquí, y trajes de baño",62.11
6212,4digit,"Sostenes (corpiños), fajas, corsés, tirantes (tiradores), ligas y artículos similares, y sus partes, incluso de punto.","Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted",Sostenes y artículos similares,Brassieres,,,,"Brassieres and parts thereof, not knit",Sostenes y artículos similares,62.12
6213,4digit,Pañuelos de bolsillo.,Handkerchiefs,Pañuelos de bolsillo,Handkerchiefs,,,,Handkerchiefs,Pañuelos de bolsillo,62.13
6214,4digit,"Chales, pañuelos de cuello, bufandas, mantillas, velos y artículos similares.","Shawls, scarves, mufflers,mantillas, veils and the like","Chales, pañuelos de cuello, etc","Shawls, scarves, etc.",,,,"Shawls, scarves, etc, not knit","Chales, pañuelos de cuello, etc",62.14
6215,4digit,Corbatas y lazos similares.,"Ties, bow ties and cravats",Corbatas y lazos similares,"Ties, bow ties and cravats",,,,"Ties, bow ties and cravats",Corbatas y lazos similares,62.15
6216,4digit,"Guantes, mitones y manoplas.","Gloves, mittens and mitts:",Guantes,Gloves,,,,"Gloves, mittens and mitts","Guantes, mitones y manoplas",62.16
6217,4digit,"Los demás complementos (accesorios) de vestir confeccionados; partes de prendas o de complementos (accesorios), de vestir, excepto las de la partida 62.12.","Other made up clothing accessories; parts of garments or of clothing accessories, other than thoseof heading 6212",Los demás complementos de vestir,Other clothing accesories,,,,"Clothing accessories not elsewhere specified, not knit",Los demás complementos (accesorios) de vestir confeccionados,62.17
6301,4digit,Mantas.,Blankets and traveling rugs,Mantas,Blankets,,,,Blankets and traveling rugs,Mantas,63.01
6302,4digit,"Ropa de cama, mesa, tocador o cocina.","Bed linen, table linen, toilet linen and kitchen linen",Ropa de cama,House linen,,,,House linen,"Ropa de cama, mesa, tocador o cocina",63.02
6303,4digit,Visillos y cortinas; guardamalletas y rodapiés de cama.,Curtains (including drapes) and interior blinds; curtain or bed valances,Visillos y cortinas,Curtains,,,,"Curtains drapes blinds valances, cotton, knit",Visillos y cortinas; guardamalletas y rodapiés de cama,63.03
6304,4digit,"Los demás artículos de tapicería, excepto los de la partida 94.04.","Other furnishing articles, excluding those of heading 9404",Los demás artículos de tapicería,Other furnishing articles,,,,"Other furnishing articles, except for articles of bedding","Los demás artículos de tapicería, excepto los articulos de cama",63.04
6305,4digit,"Sacos (bolsas) y talegas, para envasar.","Sacks and bags, of a kind used for the packing of goods",Sacos para envasar,Bags for packing goods,,,,"Sacks and bags, used for packing goods","Sacos (bolsas) y talegas, para envasar",63.05
6306,4digit,"Toldos de cualquier clase; tiendas (carpas); velas para embarcaciones, deslizadores o vehículos terrestres; artículos de acampar.","Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods","Toldos, velas para embarcaciones y artículos de acampar","Tarpaulins, tents, sails etc. ",,,,"Tarpaulins, awnings and sunblinds","Toldos, velas para embarcaciones y artículos de acampar",63.06
6307,4digit,"Los demás artículos confeccionados, incluidos los patrones para prendas de vestir.","Other made up articles, including dress patterns",Los demás artículos confeccionados,Other made up articles,,,,"Other made up articles, including dress patterns","Los demás artículos confeccionados, incluidos los patrones para prendas de vestir",63.07
6308,4digit,"Juegos constituidos por piezas de tejido e hilados, incluso con accesorios, para la confección de alfombras, tapicería, manteles o servilletas bordados o de artículos textiles similares, en envases para la venta al por menor.","Needlecraft sets of woven fabric & yarn, retail pack",Juegos de tejido e hilados,Needlecraft sets of woven fabric & yarn,,,,Needlecraft sets of woven fabric & yarn,Juegos de tejido e hilados para la confección de alfombras y otros,63.08
6309,4digit,Artículos de prendería.,Used clothes and textiles,Artículos de prendería,Used clothes and textiles,,,,Used clothes and textiles,Artículos de prendería,63.09
6401,4digit,"Calzado impermeable con suela y parte superior de caucho o plástico, cuya parte superior no se haya unido a la suela por costura o por medio de remaches, clavos, tornillos, espigas o dispositivos similares, ni se haya formado con diferentes partes unidas de la misma manera.","Waterproof footwear with outer soles and uppers of rubber or plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes",Calzado impermeable,Waterproof footwear,,,,Waterproof footwear,Calzado impermeable,64.01
6402,4digit,Los demás calzados con suela y parte superior de caucho o plástico.,Other footwear with outer soles and uppers of rubber or plastics,Los demás calzados de caucho o plástico,Other footwear of rubber or plastics,,,,Other footwear of rubber or plastics,Los demás calzados de caucho o plástico,64.02
6403,4digit,"Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de cuero natural.","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",Calzado de cuero,Leather footwear,,,,"Footwear, with leather body",Calzado de cuero,64.03
6404,4digit,"Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de materia textil.","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",Calzado de materia textil,Textile footwear,,,,"Footwear, with textile body",Calzado de materia textil,64.04
6405,4digit,Los demás calzados.,Other footwear,Los demás calzados,Other footwear,,,,Other footwear,Los demás calzados,64.05
6406,4digit,"Partes de calzado (incluidas las partes superiores fijadas a las palmillas distintas de la suela); plantillas, taloneras y artículos similares, amovibles; polainas y artículos similares, y sus partes.","Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof",Partes de calzado,Parts of footwear,,,,Parts of footwear,Partes de calzado,64.06
6501,4digit,"Cascos sin ahormado ni perfilado del ala, platos (discos) y cilindros, aunque estén cortados en el sentido de la altura, de fieltro, para sombreros.","Hat forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt:","Gorras, de múltiples formas",Hat forms,,,,Hat forms,"Gorras, de múltiples formas",65.01
