"","name_es","name_en","name_short_es","name_short_en","code","level","parent_id","name"
491,"Tapiceros y trabajadores en el tratamiento y elaboración de productos de cuero y piel","Upholsterers and workers in the treatment and manufacture of leather and fur products","Tapiceros y trabajadores en el tratamiento y elaboración de productos de cuero y piel","Upholsterers and workers in the treatment and manufacture of leather and fur products","735","3digit",600.0,"Upholsterers and workers in the treatment and manufacture of leather and fur products"
492,"Tapiceros","Upholsterers","Tapiceros","Upholsterers","7351","4digit",625.0,"Upholsterers"
493,"Peleteros, cortadores, curtidores y teñidores de cuero, piel y similares","Furriers, cutters, tanners and leather and fur dyers and similar","Peleteros, cortadores, curtidores y teñidores de cuero, piel y similares","Furriers, cutters, tanners and leather and fur dyers and similar","7352","4digit",625.0,"Furriers, cutters, tanners and leather and fur dyers and similar"
494,"Zapateros artesanales","Handmade shoemakers","Zapateros artesanales","Handmade shoemakers","7353","4digit",625.0,"Handmade shoemakers"
495,"Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","74","2digit",562.0,"Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products"
496,"Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","740","3digit",630.0,"Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products"
497,"Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","7401","4digit",634.0,"Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products"
498,"Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products","741","3digit",630.0,"Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products"
499,"Trabajadores en la elaboración y reparación de productos de hule, caucho, plásticos y vulcanización de neumáticos","Workers in the manufacture and repair of oilcloth, rubber, plastic and tire vulcanization products","Trabajadores en la elaboración y reparación de productos de hule, caucho, plásticos y vulcanización de neumáticos","Workers in the manufacture and repair of oilcloth, rubber, plastic and tire vulcanization products","7411","4digit",638.0,"Workers in the manufacture and repair of oilcloth, rubber, plastic and tire vulcanization products"
500,"Trabajadores en la elaboración de sustancias y compuestos químicos","Workers in the manufacture of substances and chemical compounds","Trabajadores en la elaboración de sustancias y compuestos químicos","Workers in the manufacture of substances and chemical compounds","7412","4digit",638.0,"Workers in the manufacture of substances and chemical compounds"
501,"Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Workers in the manufacture and processing of food, beverages and tobacco products","Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Workers in the manufacture and processing of food, beverages and tobacco products","75","2digit",562.0,"Workers in the manufacture and processing of food, beverages and tobacco products"
502,"Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Supervisors of workers in the manufacture and processing of food, beverages and tobacco products","Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Supervisors of workers in the manufacture and processing of food, beverages and tobacco products","750","3digit",643.0,"Supervisors of workers in the manufacture and processing of food, beverages and tobacco products"
503,"Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Supervisors of workers in the manufacture and processing of food, beverages and tobacco products","Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Supervisors of workers in the manufacture and processing of food, beverages and tobacco products","7501","4digit",645.0,"Supervisors of workers in the manufacture and processing of food, beverages and tobacco products"
504,"Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Workers in the manufacture and processing of food, beverages and tobacco products","Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco","Workers in the manufacture and processing of food, beverages and tobacco products","751","3digit",643.0,"Workers in the manufacture and processing of food, beverages and tobacco products"
505,"Trabajadores en la elaboración de productos de carne, pescado y sus derivados","Workers in the manufacture of meat, fish and deriving products","Trabajadores en la elaboración de productos de carne, pescado y sus derivados","Workers in the manufacture of meat, fish and deriving products","7511","4digit",649.0,"Workers in the manufacture of meat, fish and deriving products"
506,"Trabajadores en la elaboración de productos lácteos","Workers in the manufacture of dairy products","Trabajadores en la elaboración de productos lácteos","Workers in the manufacture of dairy products","7512","4digit",649.0,"Workers in the manufacture of dairy products"
507,"Trabajadores en la elaboración de pan, tortilla, repostería, y otros productos de cereales y harinas","Workers in the manufacture of bread, tortilla, bakery and other cereal and flour products","Trabajadores en la elaboración de pan, tortilla, repostería, y otros productos de cereales y harinas","Workers in the manufacture of bread, tortilla, bakery and other cereal and flour products","7513","4digit",649.0,"Workers in the manufacture of bread, tortilla, bakery and other cereal and flour products"
508,"Trabajadores en la elaboración de productos a base de frutas y verduras","Workers in the manufacture of fruit and vegetable based products","Trabajadores en la elaboración de productos a base de frutas y verduras","Workers in the manufacture of fruit and vegetable based products","7514","4digit",649.0,"Workers in the manufacture of fruit and vegetable based products"
